row_number,status,duplicate_of,date,amount,type,category,description,vendor,customer,payment_method,reference_number,invoice_number,gst_amount,tds_amount,status,notes
5707,imported,,2023-08-16,63441.18,transfer,Bank Charges,Inter-account fund transfer,,,cash,REF2023379432,INV-2023-54892,0.0,0.0,completed,
5708,imported,,2022-09-10,19780.94,expense,Office Supplies,Monthly office rent,Skyline Advertising,,net_banking,REF2022662056,INV-2022-80088,0.0,0.0,completed,
5709,imported,,2022-05-05,158964.82,salary,Salaries,Staff salary - payroll run,,,cheque,REF2022550338,INV-2022-55577,0.0,3179.3,completed,
5710,imported,,2023-03-24,55689.26,income,Other Income,Service contract payment,,Walk-in Customer,cash,REF2023914291,INV-2023-25148,5966.71,0.0,completed,
5711,imported,,2022-12-14,16122.12,expense,Marketing,Electricity bill payment,,,credit_card,REF2022565793,INV-2022-19176,1639.54,0.0,completed,
5712,imported,,2023-11-01,202856.31,income,Interest Income,Export order payment,,,bank_transfer,REF2023662858,INV-2023-82659,0.0,0.0,completed,
5713,duplicate_flagged,Same invoice number as an existing transaction,2025-11-17,119477.54,income,Interest Income,Service contract payment,,,debit_card,REF2025917549,INV-2025-76892,13654.58,0.0,completed,
5714,imported,,2022-09-14,204408.57,investment,Professional Fees,Mutual fund investment,,,net_banking,REF2022418119,INV-2022-20973,0.0,10220.43,completed,
5715,imported,,2023-02-02,3537.76,expense,Other Expense,Employee salary disbursement,Delta Security Services,,cash,REF2023697931,INV-2023-12023,331.67,0.0,completed,
5716,imported,,2024-12-27,138416.27,expense,Rent,Monthly office rent,,,cash,REF2024131601,INV-2024-68747,14076.23,0.0,completed,
5717,imported,,2021-04-02,68003.11,expense,Bank Charges,Courier and freight charges,,,debit_card,REF2021988728,INV-2021-18602,0.0,0.0,pending,
5718,imported,,2022-04-24,78315.76,tax,Bank Charges,Advance tax payment,,,net_banking,REF2022671772,INV-2022-92540,0.0,0.0,completed,
5719,imported,,2025-07-17,296796.56,income,Service Revenue,Service contract payment,,,cheque,REF2025743141,INV-2025-92733,64924.25,0.0,completed,
5720,imported,,2026-01-19,96628.97,expense,Rent,Electricity bill payment,Prime Stationery,,debit_card,REF2026632859,INV-2026-31000,11043.31,0.0,completed,
5721,imported,,2026-03-31,486776.38,income,Service Revenue,Export order payment,,Walk-in Customer,upi,REF2026243250,INV-2026-62070,78231.92,0.0,completed,
5722,imported,,2022-01-08,88055.35,expense,Other Expense,Business travel expense,Prime Stationery,,debit_card,REF2022474707,INV-2022-54458,13432.17,0.0,completed,
5723,imported,,2024-02-18,78923.07,expense,Marketing,Monthly office rent,Skyline Advertising,,credit_card,REF2024612407,INV-2024-22943,0.0,0.0,completed,
5724,imported,,2021-07-28,1923678.29,loan,Professional Fees,Business loan EMI,,,bank_transfer,REF2021511480,INV-2021-58075,0.0,0.0,completed,
5725,imported,,2025-08-16,12683.88,expense,Office Supplies,Software subscription renewal,Metro Logistics,,credit_card,REF2025980957,INV-2025-43061,0.0,0.0,completed,
5726,duplicate_flagged,Same invoice number as an existing transaction,2021-09-23,28852.17,expense,Rent,Vendor invoice settlement,Skyline Advertising,,cash,REF2021972727,INV-2021-87477,0.0,0.0,completed,
5727,imported,,2026-02-22,26025.27,income,Other Income,Service contract payment,,,net_banking,REF2026668162,INV-2026-58697,1161.84,0.0,completed,
5728,imported,,2026-01-26,69415.68,expense,Professional Fees,Vendor invoice settlement,,,credit_card,REF2026338312,INV-2026-79633,0.0,0.0,completed,
5729,duplicate_flagged,Same invoice number as an existing transaction,2023-06-21,18037.68,expense,Office Supplies,Repair and maintenance work,Fusion IT Services,,upi,REF2023122575,INV-2023-54238,704.6,0.0,completed,
5730,imported,,2025-02-28,480440.93,income,Interest Income,Invoice payment received,,Retail Buyer,upi,REF2025122723,INV-2025-99810,0.0,0.0,completed,
5731,duplicate_flagged,Same invoice number as an existing transaction,2023-12-16,471955.57,income,Other Income,Retainer fee received,,Walk-in Customer,cash,REF2023929074,INV-2023-47050,0.0,0.0,completed,
5732,duplicate_flagged,Same invoice number as an existing transaction,2025-12-11,289180.03,income,Service Revenue,Service contract payment,,,cheque,REF2025874905,INV-2025-81214,11296.09,0.0,completed,
5733,imported,,2021-08-14,88580.13,expense,Utilities,Monthly office rent,Reliable Electricals,,net_banking,REF2021225353,INV-2021-23547,0.0,0.0,completed,
5734,imported,,2023-10-22,48016.39,expense,Professional Fees,Vendor invoice settlement,Metro Logistics,,cheque,REF2023865957,INV-2023-23948,2143.59,480.16,completed,
5735,imported,,2024-09-21,259053.2,income,Interest Income,Invoice payment received,,,upi,REF2024520255,INV-2024-88910,12335.87,0.0,completed,
5736,imported,,2025-07-23,86202.02,expense,Rent,Repair and maintenance work,,,upi,REF2025424970,INV-2025-27003,0.0,0.0,completed,
5737,imported,,2023-12-03,116490.73,expense,Rent,Software subscription renewal,,,bank_transfer,REF2023505810,INV-2023-98430,0.0,0.0,cancelled,
5738,imported,,2022-01-23,295232.63,tax,Bank Charges,TDS remittance to government,Prime Stationery,,cash,REF2022748116,INV-2022-60088,0.0,0.0,completed,
5739,duplicate_flagged,Same invoice number as an existing transaction,2022-04-17,1230140.22,loan,Rent,Loan disbursement received,Metro Logistics,,cheque,REF2022813684,INV-2022-52920,0.0,0.0,completed,
5740,imported,,2024-12-23,27758.21,expense,Rent,Business travel expense,,,credit_card,REF2024199340,INV-2024-81605,3172.37,0.0,completed,
5741,imported,,2024-11-12,198457.31,tax,Other Expense,TDS remittance to government,,,upi,REF2024319462,INV-2024-33285,0.0,0.0,completed,
5742,imported,,2022-01-14,1824412.32,loan,Travel,Loan disbursement received,Prime Stationery,,upi,REF2022875637,INV-2022-89922,0.0,0.0,completed,
5743,imported,,2021-05-21,49682.94,expense,Office Supplies,Raw material purchase,,,cash,REF2021712040,INV-2021-83042,2365.85,0.0,completed,
5744,imported,,2025-07-16,146878.13,expense,Professional Fees,Software subscription renewal,Reliable Electricals,,net_banking,REF2025204704,INV-2025-15735,14936.76,0.0,completed,
5745,imported,,2021-08-25,103783.99,tax,Bank Charges,GST liability payment,,,upi,REF2021416296,INV-2021-64906,0.0,0.0,completed,
5746,imported,,2021-06-18,124829.71,investment,Bank Charges,Mutual fund investment - detail detail detail detail detail detail detail detail detail detail detail detail detail detail detail detail detail detail detail detail detail detail detail detail detail detail detail detail detail detail detail detail detail detail detail detail detail detail detail detail,,,upi,REF2021202002,INV-2021-52745,0.0,0.0,completed,
5747,duplicate_flagged,Same invoice number as an existing transaction,2023-08-05,400774.74,income,Sales,Client project milestone payment,,,debit_card,REF2023283303,INV-2023-94603,0.0,0.0,completed,
5748,imported,,2021-11-14,54996.73,expense,Bank Charges,Software subscription renewal,Skyline Advertising,,net_banking,REF2021238171,INV-2021-36413,0.0,0.0,completed,
5749,duplicate_flagged,Same invoice number as an existing transaction,2024-11-03,31760.95,refund,Travel,Vendor refund received,,Walk-in Customer,cheque,REF2024583198,INV-2024-59031,0.0,0.0,completed,
5750,imported,,2026-03-07,18693.76,salary,Salaries,Monthly salary payout,,,upi,REF2026286890,INV-2026-39832,0.0,186.94,completed,
5751,imported,,2022-10-26,221310.15,loan,Marketing,Business loan EMI,,,upi,REF2022258434,INV-2022-28226,0.0,0.0,completed,
5752,imported,,2024-05-04,81160.07,expense,Office Supplies,Software subscription renewal,,,bank_transfer,REF2024668553,INV-2024-84116,13043.58,0.0,completed,
5753,imported,,2021-07-29,17071.05,income,Sales,Invoice payment received,,Corporate Client,debit_card,REF2021415931,INV-2021-98523,4267.76,0.0,completed,
5754,imported,,2021-05-04,138957.24,expense,Travel,Business travel expense,,,upi,REF2021861979,INV-2021-53529,0.0,0.0,completed,
5755,duplicate_flagged,Same invoice number as an existing transaction,2023-06-27,133570.93,expense,Rent,Electricity bill payment,Apex Office Supplies,,net_banking,REF2023570611,INV-2023-61782,35618.91,0.0,completed,
5756,imported,,2025-06-29,81074.54,transfer,Salaries,Petty cash transfer,,,bank_transfer,REF2025893755,INV-2025-54051,0.0,0.0,completed,
5757,imported,,2021-05-24,5607.01,other,Marketing,Sundry payment,,,cheque,REF2021506523,INV-2021-70991,0.0,0.0,pending,
5758,imported,,2025-01-25,139685.84,expense,Other Expense,Software subscription renewal,,,upi,REF2025968325,INV-2025-62910,14966.34,0.0,completed,
5759,imported,,2023-03-24,13652.34,expense,Rent,Vendor invoice settlement,Greenfield Packaging,,debit_card,REF2023372477,INV-2023-77138,3239.54,0.0,completed,
5760,imported,,2023-07-27,8414.25,income,Service Revenue,Client project milestone payment,,Retail Buyer,cheque,REF2023253387,INV-2023-94383,0.0,0.0,completed,
5761,imported,,2024-08-09,7097.0,expense,Other Expense,Electricity bill payment,Fusion IT Services,,bank_transfer,REF2024196255,INV-2024-91498,0.0,0.0,completed,
5762,imported,,2025-09-04,17649.63,expense,Utilities,Employee salary disbursement,,,cash,REF2025671261,INV-2025-75460,0.0,0.0,completed,
5763,imported,,2021-06-26,110529.16,expense,Salaries,Software subscription renewal,Apex Office Supplies,,net_banking,REF2021657842,INV-2021-51428,0.0,0.0,pending,
5764,imported,,2024-02-14,276902.35,tax,Other Expense,GST liability payment,Apex Office Supplies,,bank_transfer,REF2024576126,INV-2024-75322,0.0,0.0,completed,
5765,imported,,2022-07-20,71366.11,expense,Other Expense,Courier and freight charges,,,cash,REF2022194189,INV-2022-96631,17841.53,0.0,cancelled,
5766,imported,,2025-12-21,116249.89,expense,Bank Charges,Monthly office rent,Greenfield Packaging,,debit_card,REF2025379693,INV-2025-82868,0.0,0.0,completed,
5767,imported,,2024-03-09,211405.34,income,Service Revenue,Client project milestone payment,,Walk-in Customer,bank_transfer,REF2024560496,INV-2024-29305,46244.92,0.0,completed,
5768,duplicate_flagged,Same invoice number as an existing transaction,2025-11-01,1992691.96,loan,Bank Charges,Loan disbursement received,Fusion IT Services,,bank_transfer,REF2025631099,INV-2025-15665,0.0,0.0,completed,
5769,imported,,2024-06-11,78836.79,expense,Bank Charges,Business travel expense,,,upi,REF2024827256,INV-2024-48860,0.0,0.0,completed,
5770,imported,,2023-11-30,65527.17,expense,Professional Fees,Software subscription renewal,Greenfield Packaging,,credit_card,REF2023979056,INV-2023-33031,14334.07,0.0,cancelled,
5771,duplicate_flagged,Same invoice number as an existing transaction,2023-08-31,136843.68,expense,Other Expense,Repair and maintenance work,Skyline Advertising,,net_banking,REF2023309719,INV-2023-17426,15639.28,0.0,completed,
5772,imported,,2024-11-15,298837.67,tax,Bank Charges,TDS remittance to government,Horizon Freight,,cheque,REF2024856755,INV-2024-59883,0.0,0.0,completed,
5773,duplicate_flagged,Same invoice number as an existing transaction,2021-07-01,215486.23,income,Sales,Export order payment,,Walk-in Customer,bank_transfer,REF2021733276,INV-2021-23595,0.0,0.0,completed,
5774,imported,,2023-05-15,138612.34,salary,Salaries,Monthly salary payout,,,credit_card,REF2023597294,INV-2023-23264,0.0,0.0,completed,
5775,imported,,2023-10-23,1402033.0,loan,Other Expense,Loan disbursement received,Prime Stationery,,upi,REF2023786444,INV-2023-83878,0.0,0.0,pending,
5776,imported,,2021-06-27,148225.45,expense,Travel,Monthly office rent,Metro Logistics,,cash,REF2021665745,INV-2021-56922,0.0,0.0,completed,
5777,imported,,2024-12-04,3558.53,adjustment,Other Expense,Rounding-off adjustment,,,cheque,REF2024422104,INV-2024-41257,0.0,0.0,completed,
5778,imported,,2023-01-16,274945.03,income,Other Income,Invoice payment received,,Walk-in Customer,debit_card,REF2023731460,INV-2023-35300,27960.51,0.0,completed,
5779,imported,,2024-03-04,9465.53,other,Salaries,Miscellaneous transaction,,,credit_card,REF2024790553,INV-2024-34911,0.0,94.66,completed,
5780,imported,,2023-09-01,34721.34,refund,Professional Fees,GST input refund,,,cheque,REF2023652989,INV-2023-31907,0.0,3472.13,completed,
5781,imported,,2025-08-02,141700.23,expense,Bank Charges,Repair and maintenance work,,,bank_transfer,REF2025277067,INV-2025-10020,0.0,0.0,completed,
5782,imported,,2024-03-18,328696.35,income,Other Income,Service contract payment,,Walk-in Customer,upi,REF2024104148,INV-2024-62350,0.0,0.0,completed,
5783,imported,,2024-08-25,12519.29,tax,Bank Charges,TDS remittance to government,,,upi,REF2024271163,INV-2024-42238,0.0,0.0,completed,
5784,imported,,2023-07-01,157799.2,income,Sales,Service contract payment,,Walk-in Customer,cash,REF2023765586,INV-2023-91959,16047.38,0.0,completed,
5785,imported,,2022-07-11,314302.17,income,Interest Income,Retainer fee received,,Retail Buyer,debit_card,REF2022921259,INV-2022-27069,0.0,0.0,pending,
5786,imported,,2021-12-07,462211.67,income,Service Revenue,Export order payment,,Retail Buyer,net_banking,REF2021822069,INV-2021-71571,18055.14,0.0,completed,
5787,imported,,2024-05-29,77284.63,expense,Other Expense,Employee salary disbursement,,,net_banking,REF2024756770,INV-2024-45285,0.0,0.0,completed,
5788,imported,,2023-01-20,84483.61,salary,Salaries,Monthly salary payout,,,credit_card,REF2023279004,INV-2023-98067,0.0,0.0,completed,
5789,imported,,2023-04-20,167559.7,income,Sales,Client project milestone payment,,Retail Buyer,upi,REF2023190204,INV-2023-93216,6545.3,0.0,completed,
5790,imported,,2021-10-03,15660.66,expense,Utilities,Software subscription renewal,Fusion IT Services,,upi,REF2021833430,INV-2021-20184,1592.61,0.0,completed,
5791,imported,,2023-08-23,47756.25,income,Interest Income,Retainer fee received,,Walk-in Customer,bank_transfer,REF2023962516,INV-2023-85141,0.0,0.0,completed,
5792,duplicate_flagged,Same invoice number as an existing transaction,2021-05-29,417019.73,income,Other Income,Retainer fee received,,,net_banking,REF2021474864,INV-2021-91742,0.0,0.0,completed,Ref#2026/Q1 <urgent>
5793,duplicate_flagged,Same invoice number as an existing transaction,2024-05-21,127183.37,salary,Salaries,Staff salary - payroll run,,,net_banking,REF2024786371,INV-2024-96907,0.0,0.0,completed,
5794,imported,,2025-02-10,108863.02,expense,Salaries,Vendor invoice settlement,,,cash,REF2025629180,INV-2025-40843,0.0,0.0,completed,
5795,imported,,2026-05-10,75225.78,expense,Salaries,Vendor invoice settlement,Delta Security Services,,bank_transfer,REF2026451818,INV-2026-41962,0.0,752.26,completed,
5796,imported,,2023-08-04,147466.86,income,Service Revenue,Retainer fee received,,Corporate Client,cash,REF2023486038,INV-2023-48614,22494.94,0.0,completed,
5797,imported,,2022-08-07,97181.44,expense,Travel,Courier and freight charges,Metro Logistics,,cheque,REF2022567565,INV-2022-14379,0.0,0.0,cancelled,
5798,imported,,2024-03-13,21802.32,expense,Bank Charges,Courier and freight charges,Horizon Freight,,bank_transfer,REF2024266765,INV-2024-67780,0.0,0.0,cancelled,
5799,imported,,2024-05-10,228920.64,tax,Bank Charges,Advance tax payment,,,upi,REF2024227837,INV-2024-40282,0.0,0.0,completed,
5800,duplicate_flagged,Same invoice number as an existing transaction,2024-10-06,75189.91,expense,Salaries,Vendor invoice settlement,Horizon Freight,,upi,REF2024609013,INV-2024-32252,0.0,0.0,completed,
5801,duplicate_flagged,Same invoice number as an existing transaction,2026-04-06,134536.71,salary,Salaries,Staff salary - payroll run,,,upi,REF2026716153,INV-2026-81411,0.0,6726.84,completed,
5802,imported,,2024-03-24,178568.04,salary,Salaries,Monthly salary payout,,,upi,REF2024672229,INV-2024-78936,0.0,8928.4,completed,
5803,imported,,2021-08-31,485958.47,income,Other Income,Invoice payment received,,,upi,REF2021884052,INV-2021-21123,0.0,0.0,completed,
5804,imported,,2026-01-21,331215.06,income,Interest Income,Service contract payment,,,net_banking,REF2026202720,INV-2026-70790,46577.12,0.0,completed,
5805,duplicate_flagged,Same invoice number as an existing transaction,2025-06-30,49313.08,refund,Office Supplies,GST input refund,,,cash,REF2025254666,INV-2025-89650,0.0,0.0,completed,
5806,imported,,2022-11-27,377353.43,income,Sales,Client project milestone payment,,,net_banking,REF2022588195,INV-2022-31954,0.0,0.0,completed,
5807,imported,,2021-11-19,72774.49,expense,Utilities,Repair and maintenance work,,,upi,REF2021357240,INV-2021-62792,11101.19,0.0,completed,
5808,imported,,2023-10-13,29181.55,expense,Utilities,Business travel expense,Fusion IT Services,,bank_transfer,REF2023991796,INV-2023-33032,2735.77,0.0,completed,
5809,imported,,2023-05-28,171417.42,tax,Bank Charges,GST liability payment,Greenfield Packaging,,wallet,REF2023879557,INV-2023-44813,0.0,0.0,completed,
5810,imported,,2023-02-07,434.6,other,Travel,Miscellaneous transaction,,,credit_card,REF2023158050,INV-2023-86463,0.0,0.0,completed,
5811,duplicate_flagged,Same invoice number as an existing transaction,2021-07-26,19999.8,transfer,Bank Charges,Petty cash transfer,,,bank_transfer,REF2021950121,INV-2021-40554,0.0,0.0,completed,
5812,imported,,2026-05-20,103137.14,expense,Utilities,Repair and maintenance work,Greenfield Packaging,,bank_transfer,REF2026489554,INV-2026-20962,11050.41,0.0,completed,
